Temperature (K),Red,Green,Blue
5300.0,1.0,0.9305566084419662,0.5790917531508709
5400.0,1.0,0.933543994304035,0.5922303370866208
5500.0,1.0,0.9364302357301758,0.6051422178326387
5600.0,1.0,0.9392199646485009,0.6178286286205343
5700.0,1.0,0.9419175459719451,0.6302911589768835
5800.0,1.0,0.9445270964236399,0.6425317103567966
5900.0,1.0,0.9470525017705858,0.6545524561430976
6000.0,1.0,0.9494974326227257,0.6663558055945693
6100.0,1.0,0.9518653589370546,0.6779443713673015
6200.0,1.0,0.9541595633510668,0.6893209402697918
6300.0,1.0,0.956383153456314,0.7004884469453725
6400.0,1.0,0.9585390731109419,0.7114499502052306
6500.0,1.0,0.9606301128795549,0.7222086117619303
6600.0,1.0,0.9626589196794799,0.7327676771373463
6700.0,1.0,0.9646280057043116,0.7431304585405041
6800.0,1.0,0.9665397566883214,0.7533003195302316
6900.0,1.0,0.968396439568925,0.7632806612950108
7000.0,1.0,0.970200209598668,0.7730749103981793
7100.0,1.0,0.9719531169531074,0.7826865078508309
7200.0,1.0,0.9736571128764974,0.7921188993875696
7300.0,1.0,0.9753140554031232,0.8013755268318543
7400.0,1.0,0.9769257146885827,0.8104598204481244
7500.0,1.0,0.9784937779820793,0.8193751921873379
7600.0,1.0,0.98001985426797,0.8281250297411531
7700.0,1.0,0.9815054786021965,0.8367126913276792
7800.0,1.0,0.9829521161669853,0.8451415011388114
7900.0,1.0,0.9843611660650843,0.8534147453854922
8000.0,1.0,0.9857339648729844,0.8615356688830513
8100.0,1.0,0.9870717899708848,0.8695074721240279
8200.0,1.0,0.9883758626656509,0.8773333087906425
8300.0,1.0,0.9896473511216547,0.885016283663436
8400.0,1.0,0.9908873731131593,0.8925594508865452
8500.0,1.0,0.992096998610785,0.8999658125536573
8600.0,1.0,0.9932772522135819,0.9072383175819668
8700.0,1.0,0.9944291154373275,0.9143798608444491
8800.0,1.0,0.9955535288688152,0.9213932825334336
8900.0,1.0,0.9966513941951465,0.9282813677309757
9000.0,1.0,0.9977235761163588,0.9350468461637522
9100.0,1.0,0.9987709041490622,0.9416923921222359
9200.0,1.0,0.9997941743282004,0.9482206245258213
9300.0,0.9992064793615351,1.0,0.9538765852510579
9400.0,0.9982315654940641,1.0,0.9592359975423914
9500.0,0.9972802880195065,1.0,0.9644964975479274
9600.0,0.9963518449073637,1.0,0.9696604487647419
9700.0,0.9954454686167974,1.0,0.9747301518857853
9800.0,0.9945604243102879,1.0,0.9797078463172872
9900.0,0.9936960081754563,1.0,0.9845957116884341
10000.0,0.9928515458475236,1.0,0.9893958693496261
10100.0,0.9920263909255019,1.0,0.9941103838561566
10200.0,0.9912199235757323,1.0,0.998741264434585
10300.0,0.987183255853775,0.9967203252302917,1.0
10400.0,0.982040170899837,0.9922998595357304,1.0
10500.0,0.9770344878943524,0.9879944885503894,1.0
10600.0,0.9721610336610017,0.9837999861093232,1.0
10700.0,0.9674148834391021,0.9797123241733873,1.0
10800.0,0.962791346463136,0.975727661585569,1.0
10900.0,0.9582859525205986,0.9718423335742582,1.0
11000.0,0.9538944394123914,0.9680528419466874,1.0
11100.0,0.9496127412466032,0.9643558459206907,1.0
11200.0,0.9454369775024306,0.9607481535472311,1.0
11300.0,0.9413634428063824,0.9572267136801762,1.0
11400.0,0.9373885973678082,0.9537886084533885,1.0
11500.0,0.9335090580251911,0.9504310462284774,1.0
11600.0,0.929721589858647,0.9471513549795114,1.0
11700.0,0.9260230983277657,0.9439469760837554,1.0
11800.0,0.922410621897171,0.9408154584898916,1.0
11900.0,0.9188813251152733,0.937754453237499,1.0
12000.0,0.9154324921143786,0.9347617083035629,1.0
12100.0,0.9120615205028454,0.9318350637537172,1.0
12200.0,0.9087659156222855,0.9289724471775768,1.0
12300.0,0.9055432851448637,0.926171869389136,1.0
12400.0,0.9023913339876931,0.9234314203746105,1.0
12500.0,0.8993078595230379,0.9207492654714337,1.0
12600.0,0.8962907470646919,0.9181236417633161,1.0
12700.0,0.8933379656122894,0.9155528546773931,1.0
12800.0,0.8904475638367402,0.913035274770485,1.0
12900.0,0.8876176662911441,0.9105693346924574,1.0
13000.0,0.8848464698327225,0.9081535263155049,1.0
13100.0,0.8821322402423254,0.9057863980189795,1.0
13200.0,0.8794733090290355,0.9034665521201184,1.0
13300.0,0.8768680704082952,0.9011926424417146,1.0
13400.0,0.8743149784427696,0.8989633720083493,1.0
13500.0,0.871812544335923,0.8967774908634228,1.0
13600.0,0.8693593338689899,0.8946337939997426,1.0
13700.0,0.8669539649726428,0.892531119396883,1.0
13800.0,0.8645951054252642,0.8904683461590334,1.0
13900.0,0.8622814706702696,0.8884443927474269,1.0
14000.0,0.8600118217454451,0.8864582153018691,1.0
14100.0,0.857784963317708,0.8845088060461979,1.0
14200.0,0.8555997418171714,0.8825951917728991,1.0
14300.0,0.8534550436647529,0.8807164324023609,1.0
14400.0,0.8513497935879688,0.8788716196125562,1.0
14500.0,0.8492829530198976,0.8770598755352226,1.0
14600.0,0.8472535185766042,0.8752803515148375,1.0
14700.0,0.8452605206086298,0.8735322269269242,1.0
14800.0,0.8433030218224251,0.8718147080524427,1.0
14900.0,0.8413801159678576,0.8701270270052182,1.0
15000.0,0.8394909265881698,0.8684684407095441,1.0
15100.0,0.8376346058289864,0.8668382299252653,1.0
15200.0,0.8358103333031792,0.8652356983178319,1.0
15300.0,0.8340173150085882,0.8636601715709241,1.0
15400.0,0.8322547822957858,0.8621109965394427,1.0
15500.0,0.8305219908832212,0.8605875404407349,1.0
15600.0,0.8288182199172793,0.8590891900821052,1.0
15700.0,0.8271427710748781,0.8576153511227125,1.0
15800.0,0.8254949677064334,0.85616544736815,1.0
15900.0,0.823874154017075,0.8547389200959822,1.0
16000.0,0.8222796942841929,0.8533352274107546,1.0
16100.0,0.8207109721094463,0.851953843626946,1.0
16200.0,0.8191673897034992,0.850594258678494,1.0
16300.0,0.8176483672018519,0.8492559775536026,1.0
16400.0,0.8161533420102136,0.8479385197535529,1.0
16500.0,0.8146817681779447,0.846641418774378,1.0
16600.0,0.8132331157982142,0.8453642216102895,1.0
16700.0,0.8118068704335389,0.8441064882777908,1.0
16800.0,0.8104025325655024,0.8428677913595282,1.0
16900.0,0.8090196170674592,0.8416477155668924,1.0
17000.0,0.8076576526991437,0.8404458573205296,1.0
17100.0,0.8063161816221325,0.8392618243478931,1.0
17200.0,0.8049947589351798,0.8380952352970605,1.0
17300.0,0.8036929522284862,0.8369457193660531,1.0
17400.0,0.8024103411560145,0.835812915946938,1.0
17500.0,0.801146517025022,0.8346964742840551,1.0
17600.0,0.799901082402011,0.8335960531457118,1.0
17700.0,0.7986736507343518,0.8325113205087427,1.0
17800.0,0.7974638459868373,0.831441953255346,1.0
17900.0,0.7962713022925391,0.830387636881673,1.0
18000.0,0.79509566361727,0.8293480652176113,1.0
18100.0,0.7939365834370871,0.8283229401573158,1.0
18200.0,0.7927937244282243,0.82731197139996,1.0
18300.0,0.7916667581689169,0.8263148762003106,1.0
18400.0,0.7905553648526008,0.8253313791286732,1.0
18500.0,0.7894592330119808,0.82436121183981,1.0
18600.0,0.7883780592534901,0.8234041128504488,1.0
18700.0,0.7873115480017052,0.8224598273250088,1.0
18800.0,0.786259411253283,0.8215281068692046,1.0
18900.0,0.7852213683400066,0.8206087093311932,1.0
19000.0,0.7841971457005615,0.819701398609938,1.0
19100.0,0.7831864766606712,0.8188059444705085,1.0
19200.0,0.7821891012212343,0.8179221223660036,1.0
19300.0,0.7812047658541412,0.8170497132658537,1.0
19400.0,0.7802332233054355,0.8161885034902069,1.0
19500.0,0.7792742324055348,0.8153382845501874,1.0
19600.0,0.778327557886203,0.8144988529937556,1.0
19700.0,0.7773929702040056,0.8136700102569604,1.0
19800.0,0.7764702453699958,0.8128515625203738,1.0
19900.0,0.7755591647853547,0.8120433205704787,1.0
20000.0,0.7746595150827672,0.8112450996658325,1.0
20100.0,0.7737710879732949,0.8104567194078124,1.0
20200.0,0.7728936800985324,0.8096780036157615,1.0
20300.0,0.7720270928878279,0.8089087802063569,1.0
20400.0,0.7711711324203776,0.8081488810770493,1.0
20500.0,0.7703256092920084,0.8073981419934128,1.0
20600.0,0.7694903384864437,0.8066564024802357,1.0
20700.0,0.768665139250904,0.8059235057162416,1.0
20800.0,0.7678498349758649,0.8051992984322798,1.0
20900.0,0.7670442530788008,0.804483630812848,1.0
21000.0,0.7662482248917853,0.8037763564008514,1.0
21100.0,0.7654615855527896,0.8030773320054473,1.0
21200.0,0.7646841739005228,0.8023864176128601,1.0
21300.0,0.7639158323727244,0.8017034763000966,1.0
21400.0,0.763156406907734,0.8010283741513945,1.0
21500.0,0.7624057468492337,0.8003609801773444,1.0
21600.0,0.7616637048540622,0.7997011662365857,1.0
21700.0,0.7609301368029582,0.7990488069599578,1.0
21800.0,0.7602049017141477,0.7984037796770461,1.0
21900.0,0.7594878616596563,0.7977659643450129,1.0
22000.0,0.7587788816842639,0.7971352434796524,1.0
22100.0,0.7580778297269881,0.7965115020885715,1.0
22200.0,0.757384576545017,0.7958946276064311,1.0
22300.0,0.7566989956400032,0.7952845098321758,1.0
22400.0,0.7560209631866284,0.7946810408681737,1.0
22500.0,0.7553503579633656,0.7940841150612107,1.0
22600.0,0.7546870612853559,0.7934936289452627,1.0
22700.0,0.7540309569393244,0.7929094811859918,1.0
22800.0,0.7533819311204724,0.7923315725269057,1.0
22900.0,0.7527398723712693,0.7917598057371192,1.0
23000.0,0.7521046715220777,0.7911940855606692,1.0
23100.0,0.7514762216335585,0.7906343186673264,1.0
23200.0,0.7508544179407761,0.7900804136048469,1.0
23300.0,0.7502391577989707,0.7895322807526269,1.0
23400.0,0.7496303406309207,0.7889898322767167,1.0
23500.0,0.7490278678758431,0.7884529820861116,1.0
23600.0,0.7484316429397937,0.787921645790335,1.0
23700.0,0.7478415711475085,0.7873957406582281,1.0
23800.0,0.7472575596956269,0.786875185577912,1.0
23900.0,0.7466795176072754,0.786359901017905,1.0
24000.0,0.7461073556879407,0.7858498089893272,1.0
24100.0,0.7455409864826161,0.785344833009192,1.0
24200.0,0.7449803242341436,0.7848448980647024,1.0
24300.0,0.7444252848427609,0.784349930578579,1.0
24400.0,0.7438757858267662,0.7838598583753246,1.0
24500.0,0.7433317462842947,0.7833746106484466,1.0
24600.0,0.7427930868561621,0.7828941179285712,1.0
24700.0,0.7422597296897382,0.7824183120524443,1.0
24800.0,0.7417315984038214,0.7819471261327726,1.0
24900.0,0.7412086180544845,0.7814804945289004,1.0
25000.0,0.7406907151018474,0.7810183528182686,1.0
25100.0,0.7401778173777692,0.7805606377686517,1.0
25200.0,0.7396698540544179,0.7801072873111525,1.0
25300.0,0.7391667556136748,0.7796582405138949,1.0
25400.0,0.7386684538173915,0.7792134375564523,1.0
25500.0,0.7381748816784218,0.778772819704933,1.0
25600.0,0.7376859734324444,0.7783363292877324,1.0
25700.0,0.7372016645105227,0.777903909671927,1.0
25800.0,0.7367218915124076,0.7774755052402847,1.0
25900.0,0.7362465921805319,0.7770510613688841,1.0
26000.0,0.7357757053746965,0.7766305244053039,1.0
26100.0,0.7353091710474163,0.7762138416473923,1.0
26200.0,0.7348469302199127,0.7758009613225748,1.0
26300.0,0.734388924958729,0.7753918325677042,1.0
26400.0,0.7339350983529478,0.7749864054094178,1.0
26500.0,0.7334853944919978,0.7745846307450001,1.0
26600.0,0.7330397584440341,0.7741864603237362,1.0
26700.0,0.7325981362348649,0.7737918467287331,1.0
26800.0,0.7321604748274189,0.7734007433591974,1.0
26900.0,0.7317267221017331,0.7730131044131672,1.0
27000.0,0.7312968268354433,0.7726288848706667,1.0
27100.0,0.7308707386847746,0.7722480404772909,1.0
27200.0,0.7304484081659928,0.7718705277281838,1.0
27300.0,0.7300297866373349,0.7714963038524324,1.0
27400.0,0.7296148262813779,0.7711253267978232,1.0
27500.0,0.7292034800878562,0.7707575552160006,1.0
27600.0,0.7287957018368836,0.7703929484479537,1.0
27700.0,0.7283914460826124,0.7700314665098923,1.0
27800.0,0.7279906681372702,0.7696730700794375,1.0
27900.0,0.7275933240556044,0.7693177204821665,1.0
28000.0,0.7271993706196895,0.7689653796784663,1.0
28100.0,0.7268087653241139,0.7686160102507137,1.0
28200.0,0.7264214663615158,0.7682695753907555,1.0
28300.0,0.7260374326084751,0.7679260388876924,1.0
28400.0,0.7256566236117314,0.7675853651159447,1.0
28500.0,0.7252789995747434,0.7672475190236119,1.0
28600.0,0.7249045213445612,0.7669124661210954,1.0
28700.0,0.7245331503990022,0.7665801724699901,1.0
28800.0,0.7241648488341488,0.7662506046722487,1.0
28900.0,0.723799579352118,0.7659237298595764,1.0
29000.0,0.723437305249133,0.7655995156830901,1.0
29100.0,0.7230779904038652,0.7652779303032107,1.0
29200.0,0.7227215992660512,0.7649589423797843,1.0
29300.0,0.7223680968453694,0.7646425210624386,1.0
29400.0,0.7220174487005746,0.7643286359811493,1.0
29500.0,0.7216696209288885,0.7640172572370351,1.0
29600.0,0.7213245801556192,0.7637083553933455,1.0
29700.0,0.7209822935240342,0.7634019014666714,1.0
29800.0,0.7206427286854512,0.7630978669183348,1.0
29900.0,0.7203058537895582,0.7627962236459874,1.0
30000.0,0.7199716374749535,0.7624969439753884,1.0
30100.0,0.719640048859895,0.7622000006523684,1.0
30200.0,0.7193110575332587,0.7619053668349733,1.0
30300.0,0.7189846335457041,0.7616130160857838,1.0
30400.0,0.7186607474010207,0.7613229223643938,1.0
30500.0,0.7183393700476871,0.761035060020071,1.0
30600.0,0.7180204728706052,0.7607494037845695,1.0
30700.0,0.7177040276830117,0.7604659287650909,1.0
30800.0,0.7173900067185807,0.7601846104374209,1.0
30900.0,0.7170783826236868,0.75990542463919,1.0
31000.0,0.7167691284498442,0.7596283475633,1.0
31100.0,0.716462217646308,0.75935335575148,1.0
31200.0,0.7161576240528346,0.7590804260879871,1.0
31300.0,0.7158553218925975,0.7588095357934367,1.0
31400.0,0.7155552857652602,0.7585406624187702,1.0
31500.0,0.7152574906401947,0.7582737838393504,1.0
31600.0,0.7149619118498384,0.7580088782491728,1.0
31700.0,0.7146685250832064,0.7577459241552147,1.0
31800.0,0.7143773063795296,0.7574849003718891,1.0
31900.0,0.7140882321220311,0.7572257860156257,1.0
32000.0,0.713801279031837,0.756968560499556,1.0
32100.0,0.7135164241620072,0.7567132035283167,1.0
32200.0,0.7132336448917019,0.7564596950929597,1.0
32300.0,0.7129529189204569,0.7562080154659576,1.0
32400.0,0.7126742242625936,0.7559581451963326,1.0
32500.0,0.7123975392417299,0.7557100651048672,1.0
32600.0,0.7121228424854109,0.7554637562794162,1.0
32700.0,0.7118501129198569,0.7552192000703282,1.0
32800.0,0.7115793297648034,0.7549763780859401,1.0
32900.0,0.7113104725284628,0.7547352721881786,1.0
33000.0,0.711043521002577,0.7544958644882443,1.0
33100.0,0.7107784552575805,0.7542581373423858,1.0
33200.0,0.7105152556378505,0.7540220733477504,1.0
33300.0,0.7102539027570645,0.7537876553383362,1.0
33400.0,0.709994377493641,0.7535548663810019,1.0
33500.0,0.7097366609862807,0.753323689771577,1.0
33600.0,0.709480734629588,0.7530941090310324,1.0
33700.0,0.7092265800697906,0.7528661079017425,1.0
33800.0,0.7089741792005283,0.7526396703438033,1.0
33900.0,0.7087235141587482,0.7524147805314452,1.0
34000.0,0.708474567320655,0.7521914228494925,1.0
34100.0,0.7082273212977614,0.7519695818899089,1.0
34200.0,0.7079817589330084,0.7517492424484062,1.0
34300.0,0.7077378632969575,0.751530389521115,1.0
34400.0,0.7074956176840627,0.7513130083013208,1.0
34500.0,0.7072550056090171,0.7510970841762692,1.0
34600.0,0.707016010803161,0.7508826027240257,1.0
34700.0,0.706778617210972,0.750669549710401,1.0
34800.0,0.7065428089866083,0.7504579110859271,1.0
34900.0,0.7063085704905341,0.7502476729829048,1.0
35000.0,0.7060758862861949,0.7500388217124909,1.0
35100.0,0.7058447411367679,0.7498313437618559,1.0
35200.0,0.7056151200019647,0.7496252257913805,1.0
35300.0,0.7053870080349063,0.7494204546319237,1.0
35400.0,0.7051603905790405,0.7492170172821206,1.0
35500.0,0.7049352531651385,0.7490149009057514,1.0
35600.0,0.7047115815083268,0.7488140928291397,1.0
35700.0,0.7044893615051924,0.7486145805386214,1.0
35800.0,0.7042685792309291,0.7484163516780383,1.0
35900.0,0.7040492209365439,0.7482193940462921,1.0
36000.0,0.7038312730461173,0.7480236955949456,1.0
36100.0,0.7036147221541041,0.7478292444258524,1.0
36200.0,0.703399555022698,0.7476360287888494,1.0
36300.0,0.703185758579232,0.7474440370794755,1.0
36400.0,0.7029733199136342,0.747253257836743,1.0
36500.0,0.7027622262759294,0.7470636797409445,1.0
36600.0,0.7025524650737851,0.7468752916115006,1.0
36700.0,0.7023440238700978,0.7466880824048445,1.0
36800.0,0.7021368903806329,0.7465020412123502,1.0
36900.0,0.7019310524716986,0.7463171572582903,1.0
37000.0,0.7017264981578675,0.7461334198978371,1.0
37100.0,0.7015232155997357,0.7459508186151018,1.0
37200.0,0.7013211931017216,0.7457693430211915,1.0
37300.0,0.701120419109907,0.7455889828523238,1.0
37400.0,0.7009208822099178,0.7454097279679621,1.0
37500.0,0.700722571124836,0.7452315683489836,1.0
37600.0,0.7005254747131553,0.745054494095881,1.0
37700.0,0.7003295819667711,0.7448784954270036,1.0
37800.0,0.7001348820090028,0.7447035626768128,1.0
37900.0,0.6999413640926545,0.7445296862941861,1.0
38000.0,0.6997490175981099,0.7443568568407379,1.0
38100.0,0.6995578320314579,0.7441850649891761,1.0
38200.0,0.6993677970226515,0.7440143015216825,1.0
38300.0,0.6991789023237015,0.7438445573283244,1.0
38400.0,0.6989911378068981,0.7436758234054973,1.0
38500.0,0.6988044934630655,0.7435080908543839,1.0
38600.0,0.6986189593998446,0.7433413508794493,1.0
38700.0,0.6984345258400093,0.7431755947869596,1.0
38800.0,0.698251183119804,0.7430108139835176,1.0
38900.0,0.6980689216873203,0.7428469999746412,1.0
39000.0,0.6978877321008904,0.7426841443633441,1.0
39100.0,0.697707605027517,0.7425222388487609,1.0
39200.0,0.6975285312413222,0.7423612752247774,1.0
39300.0,0.6973505016220292,0.7422012453786995,1.0
39400.0,0.6971735071534666,0.7420421412899355,1.0
39500.0,0.6969975389220947,0.7418839550286989,1.0
39600.0,0.6968225881155642,0.7417266787547414,1.0
39700.0,0.6966486460212928,0.7415703047161,1.0
39800.0,0.6964757040250654,0.7414148252478644,1.0
39900.0,0.6963037536096655,0.7412602327709757,1.0
40000.0,0.6961327863535164,0.7411065197910243,1.0
40100.0,0.6959627939293558,0.7409536788970877,1.0
40200.0,0.6957937681029305,0.7408017027605817,1.0
40300.0,0.6956257007317072,0.7406505841341229,1.0
40400.0,0.6954585837636079,0.740500315850415,1.0
40500.0,0.6952924092357704,0.7403508908211613,1.0
40600.0,0.6951271692733187,0.7402023020359755,1.0
40700.0,0.6949628560881654,0.7400545425613321,1.0
40800.0,0.6947994619778228,0.7399076055395174,1.0
40900.0,0.6946369793242405,0.739761484187605,1.0
41000.0,0.6944754005926618,0.7396161717964481,1.0
41100.0,0.6943147183304915,0.7394716617296831,1.0
41200.0,0.6941549251661894,0.7393279474227534,1.0
41300.0,0.6939960138081805,0.7391850223819509,1.0
41400.0,0.6938379770437764,0.7390428801834615,1.0
41500.0,0.6936808077381237,0.7389015144724432,1.0
41600.0,0.6935244988331597,0.7387609189621016,1.0
41700.0,0.6933690433465928,0.7386210874327932,1.0
41800.0,0.6932144343708923,0.7384820137311335,1.0
41900.0,0.6930606650722996,0.7383436917691271,1.0
42000.0,0.692907728689848,0.7382061155232993,1.0
42100.0,0.6927556185344105,0.7380692790338627,1.0
42200.0,0.6926043279877471,0.7379331764038709,1.0
42300.0,0.6924538505015773,0.7377978017984035,1.0
42400.0,0.6923041795966651,0.7376631494437589,1.0
42500.0,0.6921553088619157,0.7375292136266558,1.0
42600.0,0.6920072319534896,0.7373959886934555,1.0
42700.0,0.6918599425939257,0.7372634690493817,1.0
42800.0,0.6917134345712861,0.737131649157773,1.0
42900.0,0.6915677017383036,0.7370005235393258,1.0
43000.0,0.6914227380115516,0.7368700867713632,1.0
43100.0,0.6912785373706218,0.7367403334871099,1.0
43200.0,0.6911350938573144,0.7366112583749772,1.0
43300.0,0.6909924015748419,0.7364828561778587,1.0
43400.0,0.690850454687046,0.7363551216924407,1.0
43500.0,0.6907092474176271,0.736228049768521,1.0
43600.0,0.6905687740493789,0.7361016353083351,1.0
43700.0,0.690429028923444,0.7359758732658953,1.0
43800.0,0.6902900064385739,0.7358507586463392,1.0
43900.0,0.6901517010504012,0.7357262865052894,1.0
44000.0,0.6900141072707288,0.7356024519482204,1.0
44100.0,0.6898772196668176,0.7354792501298334,1.0
44200.0,0.6897410328606997,0.7353566762534496,1.0
44300.0,0.689605541528488,0.7352347255703979,1.0
44400.0,0.6894707403997055,0.7351133933794244,1.0
44500.0,0.6893366242566213,0.7349926750261045,1.0
44600.0,0.6892031879335948,0.7348725659022649,1.0
44700.0,0.689070426316434,0.7347530614454145,1.0
44800.0,0.6889383343417562,0.7346341571381824,1.0
44900.0,0.6888069069963683,0.734515848507767,1.0
45000.0,0.6886761393166428,0.7343981311253853,1.0
45100.0,0.6885460263879201,0.7342810006057472,1.0
45200.0,0.6884165633438977,0.7341644526065114,1.0
45300.0,0.6882877453660551,0.7340484828277817,1.0
45400.0,0.6881595676830561,0.7339330870115726,1.0
45500.0,0.6880320255701896,0.7338182609413223,1.0
45600.0,0.6879051143487968,0.7337040004413783,1.0
45700.0,0.6877788293857195,0.7335903013765173,1.0
45800.0,0.6876531660927495,0.7334771596514491,1.0
45900.0,0.6875281199260866,0.7333645712103495,1.0
46000.0,0.6874036863858096,0.7332525320363793,1.0
46100.0,0.6872798610153459,0.7331410381512247,1.0
46200.0,0.6871566394009591,0.7330300856146402,1.0
46300.0,0.6870340171712355,0.7329196705239948,1.0
46400.0,0.6869119899965813,0.732809789013825,1.0
46500.0,0.6867905535887283,0.7327004372554038,1.0
46600.0,0.686669703700241,0.7325916114562969,1.0
46700.0,0.6865494361240401,0.7324833078599452,1.0
46800.0,0.6864297466929208,0.7323755227452399,1.0
46900.0,0.686310631279091,0.7322682524261087,1.0
47000.0,0.6861920857937028,0.7321614932511064,1.0
47100.0,0.6860741061864005,0.7320552416030124,1.0
47200.0,0.685956688444872,0.7319494938984333,1.0
47300.0,0.6858398285944017,0.7318442465874079,1.0
47400.0,0.6857235226974383,0.7317394961530246,1.0
47500.0,0.6856077668531605,0.7316352391110367,1.0
47600.0,0.685492557197053,0.7315314720094852,1.0
47700.0,0.6853778899004896,0.7314281914283345,1.0
47800.0,0.6852637611703168,0.7313253939790983,1.0
47900.0,0.6851501672484472,0.7312230763044828,1.0
48000.0,0.6850371044114595,0.7311212350780312,1.0
48100.0,0.6849245689701978,0.7310198670037683,1.0
48200.0,0.6848125572693847,0.7309189688158607,1.0
48300.0,0.6847010656872333,0.7308185372782673,1.0
48400.0,0.6845900906350655,0.7307185691844095,1.0
48500.0,0.6844796285569411,0.730619061356834,1.0
48600.0,0.68436967592928,0.7305200106468842,1.0
48700.0,0.684260229260506,0.7304214139343828,1.0
48800.0,0.6841512850906779,0.7303232681273025,1.0
48900.0,0.684042839991139,0.7302255701614603,1.0
49000.0,0.6839348905641645,0.7301283170001994,1.0
49100.0,0.6838274334426145,0.730031505634087,1.0
49200.0,0.6837204652895964,0.7299351330806112,1.0
49300.0,0.683613982798123,0.7298391963838806,1.0
49400.0,0.6835079826907813,0.7297436926143284,1.0
49500.0,0.6834024617194051,0.7296486188684239,1.0
49600.0,0.6832974166647539,0.7295539722683865,1.0
49700.0,0.6831928443361888,0.7294597499619023,1.0
49800.0,0.6830887415713575,0.7293659491218373,1.0
49900.0,0.6829851052358868,0.7292725669459718,1.0
50000.0,0.682881932223073,0.7291796006567229,1.0
50100.0,0.6827792194535798,0.7290870475008768,1.0
50200.0,0.6826769638751364,0.7289949047493225,1.0
50300.0,0.6825751624622466,0.7289031696967891,1.0
50400.0,0.6824738122158946,0.7288118396615934,1.0
50500.0,0.6823729101632589,0.7287209119853765,1.0
50600.0,0.6822724533574259,0.728630384032858,1.0
50700.0,0.682172438877113,0.7285402531915837,1.0
50800.0,0.6820728638263889,0.7284505168716837,1.0
50900.0,0.6819737253344047,0.7283611725056289,1.0
51000.0,0.6818750205551182,0.7282722175479877,1.0
51100.0,0.6817767466670345,0.728183649475198,1.0
51200.0,0.6816789008729387,0.7280954657853276,1.0
51300.0,0.6815814803996391,0.7280076639978481,1.0
51400.0,0.6814844824977077,0.7279202416534015,1.0
51500.0,0.6813879044412327,0.7278331963135856,1.0
51600.0,0.6812917435275634,0.727746525560723,1.0
51700.0,0.6811959970770701,0.7276602269976506,1.0
51800.0,0.6811006624328938,0.7275742982474961,1.0
51900.0,0.6810057369607107,0.7274887369534704,1.0
52000.0,0.6809112180484931,0.7274035407786532,1.0
52100.0,0.6808171031062767,0.7273187074057895,1.0
52200.0,0.6807233895659273,0.7272342345370797,1.0
52300.0,0.6806300748809133,0.7271501198939788,1.0
52400.0,0.6805371565260819,0.7270663612169976,1.0
52500.0,0.680444631997433,0.7269829562655022,1.0
52600.0,0.6803524988118997,0.7268999028175184,1.0
52700.0,0.6802607545071364,0.7268171986695441,1.0
52800.0,0.6801693966412943,0.7267348416363509,1.0
52900.0,0.6800784227928205,0.726652829550803,1.0
53000.0,0.6799878305602404,0.7265711602636675,1.0
